Method,Matrix Size,Power,Time (milliseconds)
CUDA-Column-wise,1,1,0.001024
CUDA-Column-wise,1,1,0.001024
CUDA-Column-wise,1,1,0.000896
CUDA-Column-wise,1,1,0.001024
CUDA-Column-wise,1,1,0.001024
CUDA-Column-wise,1,1,0.000928
CUDA-Column-wise,1,1,0.001024
CUDA-Column-wise,1,1,0.001824
CUDA-Column-wise,1,1,0.001024
CUDA-Column-wise,1,1,0.000928
CUDA-Column-wise,1,2,0.00512
CUDA-Column-wise,1,2,0.00448
CUDA-Column-wise,1,2,0.005152
CUDA-Column-wise,1,2,0.004832
CUDA-Column-wise,1,2,0.005024
CUDA-Column-wise,1,2,0.005472
CUDA-Column-wise,1,2,0.00512
CUDA-Column-wise,1,2,0.004864
CUDA-Column-wise,1,2,0.004512
CUDA-Column-wise,1,2,0.004512
CUDA-Column-wise,1,5,0.017408
CUDA-Column-wise,1,5,0.01664
CUDA-Column-wise,1,5,0.016384
CUDA-Column-wise,1,5,0.016576
CUDA-Column-wise,1,5,0.016384
CUDA-Column-wise,1,5,0.017408
CUDA-Column-wise,1,5,0.017408
CUDA-Column-wise,1,5,0.016768
CUDA-Column-wise,1,5,0.016448
CUDA-Column-wise,1,5,0.017088
CUDA-Column-wise,1,10,0.036864
CUDA-Column-wise,1,10,0.037056
CUDA-Column-wise,1,10,0.036864
CUDA-Column-wise,1,10,0.036864
CUDA-Column-wise,1,10,0.036864
CUDA-Column-wise,1,10,0.037792
CUDA-Column-wise,1,10,0.036672
CUDA-Column-wise,1,10,0.036832
CUDA-Column-wise,1,10,0.036128
CUDA-Column-wise,1,10,0.03648
CUDA-Column-wise,1,25,0.095296
CUDA-Column-wise,1,25,0.095232
CUDA-Column-wise,1,25,0.095232
CUDA-Column-wise,1,25,0.095264
CUDA-Column-wise,1,25,0.096064
CUDA-Column-wise,1,25,0.096032
CUDA-Column-wise,1,25,0.095488
CUDA-Column-wise,1,25,0.095232
CUDA-Column-wise,1,25,0.095232
CUDA-Column-wise,1,25,0.09824
CUDA-Column-wise,1,50,0.19344
CUDA-Column-wise,1,50,0.192352
CUDA-Column-wise,1,50,0.192512
CUDA-Column-wise,1,50,0.198592
CUDA-Column-wise,1,50,0.193312
CUDA-Column-wise,1,50,0.19968
CUDA-Column-wise,1,50,0.1952
CUDA-Column-wise,1,50,0.199424
CUDA-Column-wise,1,50,0.193568
CUDA-Column-wise,1,50,0.194432
CUDA-Column-wise,1,100,0.391904
CUDA-Column-wise,1,100,0.398208
CUDA-Column-wise,1,100,0.38832
CUDA-Column-wise,1,100,0.38912
CUDA-Column-wise,1,100,0.387072
CUDA-Column-wise,1,100,0.39632
CUDA-Column-wise,1,100,0.393568
CUDA-Column-wise,1,100,0.395264
CUDA-Column-wise,1,100,0.395136
CUDA-Column-wise,1,100,0.391168
CUDA-Column-wise,1,250,0.96784
CUDA-Column-wise,1,250,0.966048
CUDA-Column-wise,1,250,0.964736
CUDA-Column-wise,1,250,0.962304
CUDA-Column-wise,1,250,0.980992
CUDA-Column-wise,1,250,0.9768
CUDA-Column-wise,1,250,0.971968
CUDA-Column-wise,1,250,0.968704
CUDA-Column-wise,1,250,0.970624
CUDA-Column-wise,1,250,0.965888
CUDA-Column-wise,1,500,1.953792
CUDA-Column-wise,1,500,1.946624
CUDA-Column-wise,1,500,1.947648
CUDA-Column-wise,1,500,1.946592
CUDA-Column-wise,1,500,1.949696
CUDA-Column-wise,1,500,1.927488
CUDA-Column-wise,1,500,1.917952
CUDA-Column-wise,1,500,1.919744
CUDA-Column-wise,1,500,1.916928
CUDA-Column-wise,1,500,1.922176
CUDA-Column-wise,1,1000,3.8944
CUDA-Column-wise,1,1000,3.842304
CUDA-Column-wise,1,1000,3.898368
CUDA-Column-wise,1,1000,3.852128
CUDA-Column-wise,1,1000,3.871776
CUDA-Column-wise,1,1000,3.888416
CUDA-Column-wise,1,1000,3.872608
CUDA-Column-wise,1,1000,3.856512
CUDA-Column-wise,1,1000,3.859552
CUDA-Column-wise,1,1000,3.871616
CUDA-Column-wise,1,2000,7.624928
CUDA-Column-wise,1,2000,7.618592
CUDA-Column-wise,1,2000,7.624352
CUDA-Column-wise,1,2000,7.586848
CUDA-Column-wise,1,2000,7.585664
CUDA-Column-wise,1,2000,7.7824
CUDA-Column-wise,1,2000,7.7096
CUDA-Column-wise,1,2000,7.933984
CUDA-Column-wise,1,2000,7.5968
CUDA-Column-wise,1,2000,7.618656
CUDA-Column-wise,1,3000,11.743264
CUDA-Column-wise,1,3000,11.687072
CUDA-Column-wise,1,3000,11.708416
CUDA-Column-wise,1,3000,11.720032
CUDA-Column-wise,1,3000,11.743232
CUDA-Column-wise,1,3000,11.876352
CUDA-Column-wise,1,3000,11.90912
CUDA-Column-wise,1,3000,11.73504
CUDA-Column-wise,1,3000,11.661536
CUDA-Column-wise,1,3000,11.669504
CUDA-Column-wise,1,5000,19.236864
CUDA-Column-wise,1,5000,19.129248
CUDA-Column-wise,1,5000,19.185951
CUDA-Column-wise,1,5000,19.187712
CUDA-Column-wise,1,5000,19.398657
CUDA-Column-wise,1,5000,19.190016
CUDA-Column-wise,1,5000,19.205088
CUDA-Column-wise,1,5000,19.090113
CUDA-Column-wise,1,5000,19.115007
CUDA-Column-wise,1,5000,18.997473
CUDA-Column-wise,1,7500,28.598175
CUDA-Column-wise,1,7500,28.432129
CUDA-Column-wise,1,7500,28.426624
CUDA-Column-wise,1,7500,28.422144
CUDA-Column-wise,1,7500,28.344959
CUDA-Column-wise,1,7500,28.999905
CUDA-Column-wise,1,7500,28.759424
CUDA-Column-wise,1,7500,28.676416
CUDA-Column-wise,1,7500,28.568577
CUDA-Column-wise,1,7500,28.519424
CUDA-Column-wise,1,10000,37.853439
CUDA-Column-wise,1,10000,37.998562
CUDA-Column-wise,1,10000,37.751137
CUDA-Column-wise,1,10000,37.80621
CUDA-Column-wise,1,10000,37.984257
CUDA-Column-wise,1,10000,38.451199
CUDA-Column-wise,1,10000,37.895519
CUDA-Column-wise,1,10000,37.604286
CUDA-Column-wise,1,10000,37.544769
CUDA-Column-wise,1,10000,37.670624
CUDA-Element-wise,1,1,0.001024
CUDA-Element-wise,1,1,0.001024
CUDA-Element-wise,1,1,0.0008
CUDA-Element-wise,1,1,0.001024
CUDA-Element-wise,1,1,0.000992
CUDA-Element-wise,1,1,0.001024
CUDA-Element-wise,1,1,0.001024
CUDA-Element-wise,1,1,0.000832
CUDA-Element-wise,1,1,0.001024
CUDA-Element-wise,1,1,0.001024
CUDA-Element-wise,1,2,0.005248
CUDA-Element-wise,1,2,0.004992
CUDA-Element-wise,1,2,0.00512
CUDA-Element-wise,1,2,0.00512
CUDA-Element-wise,1,2,0.00512
CUDA-Element-wise,1,2,0.005024
CUDA-Element-wise,1,2,0.00512
CUDA-Element-wise,1,2,0.00512
CUDA-Element-wise,1,2,0.00512
CUDA-Element-wise,1,2,0.00512
CUDA-Element-wise,1,5,0.016448
CUDA-Element-wise,1,5,0.017056
CUDA-Element-wise,1,5,0.01664
CUDA-Element-wise,1,5,0.016384
CUDA-Element-wise,1,5,0.01664
CUDA-Element-wise,1,5,0.016416
CUDA-Element-wise,1,5,0.01728
CUDA-Element-wise,1,5,0.01664
CUDA-Element-wise,1,5,0.016384
CUDA-Element-wise,1,5,0.016672
CUDA-Element-wise,1,10,0.036864
CUDA-Element-wise,1,10,0.0368
CUDA-Element-wise,1,10,0.036768
CUDA-Element-wise,1,10,0.036864
CUDA-Element-wise,1,10,0.036864
CUDA-Element-wise,1,10,0.03584
CUDA-Element-wise,1,10,0.036864
CUDA-Element-wise,1,10,0.036864
CUDA-Element-wise,1,10,0.0368
CUDA-Element-wise,1,10,0.036864
CUDA-Element-wise,1,25,0.095456
CUDA-Element-wise,1,25,0.094912
CUDA-Element-wise,1,25,0.096224
CUDA-Element-wise,1,25,0.094208
CUDA-Element-wise,1,25,0.095072
CUDA-Element-wise,1,25,0.097376
CUDA-Element-wise,1,25,0.095552
CUDA-Element-wise,1,25,0.094464
CUDA-Element-wise,1,25,0.094496
CUDA-Element-wise,1,25,0.095232
CUDA-Element-wise,1,50,0.19264
CUDA-Element-wise,1,50,0.192608
CUDA-Element-wise,1,50,0.192512
CUDA-Element-wise,1,50,0.192512
CUDA-Element-wise,1,50,0.191488
CUDA-Element-wise,1,50,0.193888
CUDA-Element-wise,1,50,0.193536
CUDA-Element-wise,1,50,0.19456
CUDA-Element-wise,1,50,0.193536
CUDA-Element-wise,1,50,0.1944
CUDA-Element-wise,1,100,0.388096
CUDA-Element-wise,1,100,0.384
CUDA-Element-wise,1,100,0.383936
CUDA-Element-wise,1,100,0.387904
CUDA-Element-wise,1,100,0.385376
CUDA-Element-wise,1,100,0.390912
CUDA-Element-wise,1,100,0.39136
CUDA-Element-wise,1,100,0.390496
CUDA-Element-wise,1,100,0.395264
CUDA-Element-wise,1,100,0.390464
CUDA-Element-wise,1,250,0.96832
CUDA-Element-wise,1,250,0.958464
CUDA-Element-wise,1,250,0.956032
CUDA-Element-wise,1,250,0.960512
CUDA-Element-wise,1,250,0.957792
CUDA-Element-wise,1,250,0.964576
CUDA-Element-wise,1,250,0.965984
CUDA-Element-wise,1,250,0.965632
CUDA-Element-wise,1,250,0.967552
CUDA-Element-wise,1,250,0.968896
CUDA-Element-wise,1,500,1.946624
CUDA-Element-wise,1,500,1.947648
CUDA-Element-wise,1,500,1.946624
CUDA-Element-wise,1,500,1.961984
CUDA-Element-wise,1,500,1.94656
CUDA-Element-wise,1,500,1.915136
CUDA-Element-wise,1,500,1.915904
CUDA-Element-wise,1,500,1.928096
CUDA-Element-wise,1,500,1.939456
CUDA-Element-wise,1,500,1.918016
CUDA-Element-wise,1,1000,3.80928
CUDA-Element-wise,1,1000,3.85872
CUDA-Element-wise,1,1000,3.805184
CUDA-Element-wise,1,1000,3.823616
CUDA-Element-wise,1,1000,3.803104
CUDA-Element-wise,1,1000,3.859456
CUDA-Element-wise,1,1000,3.87152
CUDA-Element-wise,1,1000,3.857408
CUDA-Element-wise,1,1000,3.847072
CUDA-Element-wise,1,1000,3.855648
CUDA-Element-wise,1,2000,7.664608
CUDA-Element-wise,1,2000,7.6096
CUDA-Element-wise,1,2000,7.628416
CUDA-Element-wise,1,2000,7.652352
CUDA-Element-wise,1,2000,7.648256
CUDA-Element-wise,1,2000,7.726496
CUDA-Element-wise,1,2000,7.696384
CUDA-Element-wise,1,2000,7.727104
CUDA-Element-wise,1,2000,7.637024
CUDA-Element-wise,1,2000,7.635968
CUDA-Element-wise,1,3000,11.819008
CUDA-Element-wise,1,3000,11.691936
CUDA-Element-wise,1,3000,11.686912
CUDA-Element-wise,1,3000,11.683072
CUDA-Element-wise,1,3000,11.690912
CUDA-Element-wise,1,3000,11.861792
CUDA-Element-wise,1,3000,11.920576
CUDA-Element-wise,1,3000,11.720704
CUDA-Element-wise,1,3000,11.735072
CUDA-Element-wise,1,3000,11.70432
CUDA-Element-wise,1,5000,19.196287
CUDA-Element-wise,1,5000,19.138592
CUDA-Element-wise,1,5000,19.123199
CUDA-Element-wise,1,5000,19.244032
CUDA-Element-wise,1,5000,19.234079
CUDA-Element-wise,1,5000,19.250015
CUDA-Element-wise,1,5000,19.247007
CUDA-Element-wise,1,5000,19.139168
CUDA-Element-wise,1,5000,19.017569
CUDA-Element-wise,1,5000,19.048351
CUDA-Element-wise,1,7500,28.356865
CUDA-Element-wise,1,7500,28.450815
CUDA-Element-wise,1,7500,28.477345
CUDA-Element-wise,1,7500,28.342272
CUDA-Element-wise,1,7500,28.410879
CUDA-Element-wise,1,7500,29.038784
CUDA-Element-wise,1,7500,28.668928
CUDA-Element-wise,1,7500,28.432384
CUDA-Element-wise,1,7500,28.448769
CUDA-Element-wise,1,7500,28.40576
CUDA-Element-wise,1,10000,37.768864
CUDA-Element-wise,1,10000,37.832703
CUDA-Element-wise,1,10000,37.877026
CUDA-Element-wise,1,10000,37.797153
CUDA-Element-wise,1,10000,37.950462
CUDA-Element-wise,1,10000,38.294529
CUDA-Element-wise,1,10000,37.851967
CUDA-Element-wise,1,10000,37.585983
CUDA-Element-wise,1,10000,37.4888
CUDA-Element-wise,1,10000,37.416161
CUDA-Row-wise,1,1,0.001024
CUDA-Row-wise,1,1,0.001024
CUDA-Row-wise,1,1,0.001728
CUDA-Row-wise,1,1,0.001024
CUDA-Row-wise,1,1,0.000896
CUDA-Row-wise,1,1,0.001952
CUDA-Row-wise,1,1,0.00176
CUDA-Row-wise,1,1,0.00096
CUDA-Row-wise,1,1,0.001024
CUDA-Row-wise,1,1,0.000928
CUDA-Row-wise,1,2,0.011264
CUDA-Row-wise,1,2,0.005184
CUDA-Row-wise,1,2,0.004448
CUDA-Row-wise,1,2,0.004864
CUDA-Row-wise,1,2,0.004512
CUDA-Row-wise,1,2,0.01088
CUDA-Row-wise,1,2,0.00512
CUDA-Row-wise,1,2,0.004352
CUDA-Row-wise,1,2,0.004384
CUDA-Row-wise,1,2,0.004128
CUDA-Row-wise,1,5,0.023552
CUDA-Row-wise,1,5,0.020416
CUDA-Row-wise,1,5,0.01664
CUDA-Row-wise,1,5,0.016384
CUDA-Row-wise,1,5,0.016384
CUDA-Row-wise,1,5,0.023552
CUDA-Row-wise,1,5,0.016384
CUDA-Row-wise,1,5,0.017152
CUDA-Row-wise,1,5,0.017376
CUDA-Row-wise,1,5,0.017408
CUDA-Row-wise,1,10,0.043808
CUDA-Row-wise,1,10,0.03648
CUDA-Row-wise,1,10,0.036832
CUDA-Row-wise,1,10,0.036864
CUDA-Row-wise,1,10,0.036
CUDA-Row-wise,1,10,0.043744
CUDA-Row-wise,1,10,0.036864
CUDA-Row-wise,1,10,0.036864
CUDA-Row-wise,1,10,0.036032
CUDA-Row-wise,1,10,0.035872
CUDA-Row-wise,1,25,0.101376
CUDA-Row-wise,1,25,0.095232
CUDA-Row-wise,1,25,0.095072
CUDA-Row-wise,1,25,0.096128
CUDA-Row-wise,1,25,0.094432
CUDA-Row-wise,1,25,0.101376
CUDA-Row-wise,1,25,0.095232
CUDA-Row-wise,1,25,0.100128
CUDA-Row-wise,1,25,0.095232
CUDA-Row-wise,1,25,0.095232
CUDA-Row-wise,1,50,0.198304
CUDA-Row-wise,1,50,0.19216
CUDA-Row-wise,1,50,0.194496
CUDA-Row-wise,1,50,0.192512
CUDA-Row-wise,1,50,0.192512
CUDA-Row-wise,1,50,0.20064
CUDA-Row-wise,1,50,0.192512
CUDA-Row-wise,1,50,0.192512
CUDA-Row-wise,1,50,0.194528
CUDA-Row-wise,1,50,0.193568
CUDA-Row-wise,1,100,0.401248
CUDA-Row-wise,1,100,0.394112
CUDA-Row-wise,1,100,0.407776
CUDA-Row-wise,1,100,0.391168
CUDA-Row-wise,1,100,0.391168
CUDA-Row-wise,1,100,0.402176
CUDA-Row-wise,1,100,0.395264
CUDA-Row-wise,1,100,0.394144
CUDA-Row-wise,1,100,0.393216
CUDA-Row-wise,1,100,0.40336
CUDA-Row-wise,1,250,0.982016
CUDA-Row-wise,1,250,0.982016
CUDA-Row-wise,1,250,0.97888
CUDA-Row-wise,1,250,0.9728
CUDA-Row-wise,1,250,0.967808
CUDA-Row-wise,1,250,1.000448
CUDA-Row-wise,1,250,0.995328
CUDA-Row-wise,1,250,0.991552
CUDA-Row-wise,1,250,1.010688
CUDA-Row-wise,1,250,0.966656
CUDA-Row-wise,1,500,1.9632
CUDA-Row-wise,1,500,1.967072
CUDA-Row-wise,1,500,1.9456
CUDA-Row-wise,1,500,1.950656
CUDA-Row-wise,1,500,1.9456
CUDA-Row-wise,1,500,1.970272
CUDA-Row-wise,1,500,1.951744
CUDA-Row-wise,1,500,1.916928
CUDA-Row-wise,1,500,1.924864
CUDA-Row-wise,1,500,1.926528
CUDA-Row-wise,1,1000,3.93216
CUDA-Row-wise,1,1000,3.856512
CUDA-Row-wise,1,1000,3.848192
CUDA-Row-wise,1,1000,3.851328
CUDA-Row-wise,1,1000,3.909248
CUDA-Row-wise,1,1000,3.950592
CUDA-Row-wise,1,1000,3.8728
CUDA-Row-wise,1,1000,3.85968
CUDA-Row-wise,1,1000,3.8656
CUDA-Row-wise,1,1000,3.86992
CUDA-Row-wise,1,2000,7.871488
CUDA-Row-wise,1,2000,7.812096
CUDA-Row-wise,1,2000,7.6512
CUDA-Row-wise,1,2000,7.58784
CUDA-Row-wise,1,2000,7.57184
CUDA-Row-wise,1,2000,7.802048
CUDA-Row-wise,1,2000,7.684032
CUDA-Row-wise,1,2000,7.700224
CUDA-Row-wise,1,2000,7.694464
CUDA-Row-wise,1,2000,7.671872
CUDA-Row-wise,1,3000,11.849728
CUDA-Row-wise,1,3000,11.895808
CUDA-Row-wise,1,3000,11.739136
CUDA-Row-wise,1,3000,11.70432
CUDA-Row-wise,1,3000,11.712608
CUDA-Row-wise,1,3000,12.346144
CUDA-Row-wise,1,3000,11.832224
CUDA-Row-wise,1,3000,11.716576
CUDA-Row-wise,1,3000,11.719456
CUDA-Row-wise,1,3000,11.72032
CUDA-Row-wise,1,5000,19.443712
CUDA-Row-wise,1,5000,19.152033
CUDA-Row-wise,1,5000,19.130144
CUDA-Row-wise,1,5000,19.168257
CUDA-Row-wise,1,5000,19.349407
CUDA-Row-wise,1,5000,19.258753
CUDA-Row-wise,1,5000,19.127008
CUDA-Row-wise,1,5000,19.111263
CUDA-Row-wise,1,5000,19.111937
CUDA-Row-wise,1,5000,19.111616
CUDA-Row-wise,1,7500,29.106913
CUDA-Row-wise,1,7500,28.68656
CUDA-Row-wise,1,7500,28.57472
CUDA-Row-wise,1,7500,28.445473
CUDA-Row-wise,1,7500,28.574465
CUDA-Row-wise,1,7500,29.057024
CUDA-Row-wise,1,7500,28.800673
CUDA-Row-wise,1,7500,28.499968
CUDA-Row-wise,1,7500,28.520864
CUDA-Row-wise,1,7500,28.563456
CUDA-Row-wise,1,10000,38.350754
CUDA-Row-wise,1,10000,38.008896
CUDA-Row-wise,1,10000,37.709824
CUDA-Row-wise,1,10000,37.785599
CUDA-Row-wise,1,10000,37.930847
CUDA-Row-wise,1,10000,38.203392
CUDA-Row-wise,1,10000,37.980865
CUDA-Row-wise,1,10000,37.667839
CUDA-Row-wise,1,10000,37.605438
CUDA-Row-wise,1,10000,37.636353
Column,1,1,0.095
Column,1,1,0.057
Column,1,1,0.049
Column,1,1,0.01
Column,1,1,0.082
Column,1,1,0.07
Column,1,1,0.009
Column,1,1,0.008
Column,1,1,0.01
Column,1,1,0.009
Column,1,2,0.019
Column,1,2,0.019
Column,1,2,0.019
Column,1,2,0.019
Column,1,2,0.021
Column,1,2,0.019
Column,1,2,0.024
Column,1,2,0.019
Column,1,2,0.017
Column,1,2,0.017
Column,1,5,0.037
Column,1,5,0.036
Column,1,5,0.036
Column,1,5,0.038
Column,1,5,0.036
Column,1,5,0.038
Column,1,5,0.038
Column,1,5,0.037
Column,1,5,0.037
Column,1,5,0.036
Column,1,10,0.046
Column,1,10,0.048
Column,1,10,0.046
Column,1,10,0.047
Column,1,10,0.046
Column,1,10,0.052
Column,1,10,0.044
Column,1,10,0.042
Column,1,10,0.046
Column,1,10,0.047
Column,1,25,0.065
Column,1,25,0.064
Column,1,25,0.063
Column,1,25,0.066
Column,1,25,0.066
Column,1,25,0.06
Column,1,25,0.063
Column,1,25,0.06
Column,1,25,0.063
Column,1,25,0.06
Column,1,50,0.081
Column,1,50,0.075
Column,1,50,0.076
Column,1,50,0.074
Column,1,50,0.08
Column,1,50,0.078
Column,1,50,0.075
Column,1,50,0.078
Column,1,50,0.072
Column,1,50,0.08
Column,1,100,0.084
Column,1,100,0.083
Column,1,100,0.084
Column,1,100,0.349
Column,1,100,0.149
Column,1,100,0.08
Column,1,100,0.079
Column,1,100,0.082
Column,1,100,0.081
Column,1,100,0.083
Column,1,250,0.116
Column,1,250,0.118
Column,1,250,0.118
Column,1,250,0.12
Column,1,250,0.118
Column,1,250,0.121
Column,1,250,0.123
Column,1,250,0.117
Column,1,250,0.119
Column,1,250,0.118
Column,1,500,0.137
Column,1,500,0.131
Column,1,500,0.13
Column,1,500,0.131
Column,1,500,0.129
Column,1,500,0.122
Column,1,500,0.119
Column,1,500,0.122
Column,1,500,0.122
Column,1,500,0.123
Column,1,1000,0.133
Column,1,1000,0.132
Column,1,1000,0.129
Column,1,1000,0.131
Column,1,1000,0.128
Column,1,1000,0.126
Column,1,1000,0.128
Column,1,1000,0.125
Column,1,1000,0.126
Column,1,1000,0.131
Column,1,2000,0.147
Column,1,2000,0.15
Column,1,2000,0.146
Column,1,2000,0.145
Column,1,2000,0.229
Column,1,2000,0.138
Column,1,2000,0.138
Column,1,2000,0.137
Column,1,2000,0.156
Column,1,2000,0.14
Column,1,3000,0.463
Column,1,3000,0.48
Column,1,3000,0.155
Column,1,3000,0.153
Column,1,3000,0.149
Column,1,3000,0.231
Column,1,3000,0.158
Column,1,3000,0.154
Column,1,3000,0.159
Column,1,3000,0.157
Column,1,5000,0.148
Column,1,5000,0.404
Column,1,5000,0.147
Column,1,5000,0.144
Column,1,5000,0.149
Column,1,5000,0.143
Column,1,5000,0.142
Column,1,5000,0.143
Column,1,5000,0.144
Column,1,5000,0.144
Column,1,7500,0.225
Column,1,7500,0.177
Column,1,7500,0.176
Column,1,7500,0.173
Column,1,7500,0.174
Column,1,7500,0.301
Column,1,7500,0.169
Column,1,7500,0.161
Column,1,7500,0.167
Column,1,7500,0.163
Column,1,10000,0.162
Column,1,10000,0.159
Column,1,10000,0.158
Column,1,10000,0.527
Column,1,10000,0.298
Column,1,10000,0.155
Column,1,10000,0.16
Column,1,10000,0.155
Column,1,10000,0.196
Column,1,10000,0.154
Dynamic Array,1,1,0.0
Dynamic Array,1,1,0.0
Dynamic Array,1,1,0.0
Dynamic Array,1,1,0.0
Dynamic Array,1,1,0.0
Dynamic Array,1,2,0.0
Dynamic Array,1,2,0.0
Dynamic Array,1,2,0.0
Dynamic Array,1,2,0.0
Dynamic Array,1,2,0.0
Dynamic Array,1,5,0.001
Dynamic Array,1,5,0.0
Dynamic Array,1,5,0.0
Dynamic Array,1,5,0.0
Dynamic Array,1,5,0.0
Dynamic Array,1,10,0.001
Dynamic Array,1,10,0.0
Dynamic Array,1,10,0.0
Dynamic Array,1,10,0.0
Dynamic Array,1,10,0.0
Dynamic Array,1,25,0.001
Dynamic Array,1,25,0.0
Dynamic Array,1,25,0.0
Dynamic Array,1,25,0.0
Dynamic Array,1,25,0.0
Dynamic Array,1,50,0.001
Dynamic Array,1,50,0.0
Dynamic Array,1,50,0.0
Dynamic Array,1,50,0.0
Dynamic Array,1,50,0.0
Dynamic Array,1,100,0.001
Dynamic Array,1,100,0.0
Dynamic Array,1,100,0.0
Dynamic Array,1,100,0.0
Dynamic Array,1,100,0.0
Dynamic Array,1,250,0.001
Dynamic Array,1,250,0.0
Dynamic Array,1,250,0.0
Dynamic Array,1,250,0.0
Dynamic Array,1,250,0.0
Dynamic Array,1,500,0.001
Dynamic Array,1,500,0.0
Dynamic Array,1,500,0.0
Dynamic Array,1,500,0.0
Dynamic Array,1,500,0.0
Dynamic Array,1,1000,0.001
Dynamic Array,1,1000,0.0
Dynamic Array,1,1000,0.0
Dynamic Array,1,1000,0.0
Dynamic Array,1,1000,0.0
Dynamic Array,1,2000,0.001
Dynamic Array,1,2000,0.0
Dynamic Array,1,2000,0.0
Dynamic Array,1,2000,0.0
Dynamic Array,1,2000,0.0
Dynamic Array,1,3000,0.001
Dynamic Array,1,3000,0.0
Dynamic Array,1,3000,0.0
Dynamic Array,1,3000,0.0
Dynamic Array,1,3000,0.0
Dynamic Array,1,5000,0.001
Dynamic Array,1,5000,0.0
Dynamic Array,1,5000,0.0
Dynamic Array,1,5000,0.0
Dynamic Array,1,5000,0.0
Dynamic Array,1,7500,0.001
Dynamic Array,1,7500,0.0
Dynamic Array,1,7500,0.0
Dynamic Array,1,7500,0.0
Dynamic Array,1,7500,0.0
Dynamic Array,1,10000,0.001
Dynamic Array,1,10000,0.0
Dynamic Array,1,10000,0.0
Dynamic Array,1,10000,0.0
Dynamic Array,1,10000,0.0
Python Array,1,1,0.0
Python Array,1,1,0.0
Python Array,1,1,0.0
Python Array,1,1,0.0
Python Array,1,1,0.0
Python Array,1,2,0.0
Python Array,1,2,0.0
Python Array,1,2,0.0
Python Array,1,2,0.0
Python Array,1,2,0.0
Python Array,1,5,0.0
Python Array,1,5,0.0
Python Array,1,5,0.0
Python Array,1,5,0.0
Python Array,1,5,0.0
Python Array,1,10,0.0
Python Array,1,10,0.0
Python Array,1,10,0.0
Python Array,1,10,0.0
Python Array,1,10,0.0
Python Array,1,25,0.0
Python Array,1,25,0.0
Python Array,1,25,0.0
Python Array,1,25,0.0
Python Array,1,25,0.0
Python Array,1,50,0.0
Python Array,1,50,0.0
Python Array,1,50,0.0
Python Array,1,50,0.0
Python Array,1,50,0.0
Python Array,1,100,0.0
Python Array,1,100,0.0
Python Array,1,100,0.0
Python Array,1,100,0.0
Python Array,1,100,0.0
Python Array,1,250,0.0
Python Array,1,250,0.0
Python Array,1,250,0.0
Python Array,1,250,0.0
Python Array,1,250,0.0
Python Array,1,500,0.0
Python Array,1,500,0.0
Python Array,1,500,0.0
Python Array,1,500,0.0
Python Array,1,500,0.0
Python Array,1,1000,0.0
Python Array,1,1000,0.0
Python Array,1,1000,0.0
Python Array,1,1000,0.0
Python Array,1,1000,0.0
Python Array,1,2000,0.0
Python Array,1,2000,0.0
Python Array,1,2000,0.0
Python Array,1,2000,0.0
Python Array,1,2000,0.0
Python Array,1,3000,0.0
Python Array,1,3000,0.0
Python Array,1,3000,0.0
Python Array,1,3000,0.0
Python Array,1,3000,0.0
Python Array,1,5000,0.0
Python Array,1,5000,0.0
Python Array,1,5000,0.0
Python Array,1,5000,0.0
Python Array,1,5000,0.0
Python Array,1,7500,0.0
Python Array,1,7500,0.0
Python Array,1,7500,0.0
Python Array,1,7500,0.0
Python Array,1,7500,0.0
Python Array,1,10000,0.0
Python Array,1,10000,0.0
Python Array,1,10000,0.0
Python Array,1,10000,0.0
Python Array,1,10000,0.0
Row,1,1,0.119
Row,1,1,0.109
Row,1,1,0.106
Row,1,1,0.12
Row,1,1,0.102
Row,1,1,0.033
Row,1,1,0.016
Row,1,1,0.016
Row,1,1,0.049
Row,1,1,0.049
Row,1,2,0.049
Row,1,2,0.029
Row,1,2,0.027
Row,1,2,0.02
Row,1,2,0.022
Row,1,2,0.096
Row,1,2,0.033
Row,1,2,0.025
Row,1,2,0.02
Row,1,2,0.02
Row,1,5,0.117
Row,1,5,0.048
Row,1,5,0.038
Row,1,5,0.043
Row,1,5,0.04
Row,1,5,0.175
Row,1,5,0.098
Row,1,5,0.038
Row,1,5,0.036
Row,1,5,0.04
Row,1,10,0.08
Row,1,10,0.051
Row,1,10,0.048
Row,1,10,0.052
Row,1,10,0.05
Row,1,10,0.094
Row,1,10,0.054
Row,1,10,0.048
Row,1,10,0.048
Row,1,10,0.047
Row,1,25,0.104
Row,1,25,0.072
Row,1,25,0.064
Row,1,25,0.064
Row,1,25,0.064
Row,1,25,0.117
Row,1,25,0.066
Row,1,25,0.068
Row,1,25,0.067
Row,1,25,0.064
Row,1,50,0.218
Row,1,50,0.073
Row,1,50,0.074
Row,1,50,0.075
Row,1,50,0.073
Row,1,50,0.124
Row,1,50,0.081
Row,1,50,0.072
Row,1,50,0.08
Row,1,50,0.081
Row,1,100,0.166
Row,1,100,0.091
Row,1,100,0.082
Row,1,100,0.084
Row,1,100,0.084
Row,1,100,0.13
Row,1,100,0.088
Row,1,100,0.087
Row,1,100,0.082
Row,1,100,0.08
Row,1,250,0.52
Row,1,250,0.118
Row,1,250,0.118
Row,1,250,0.117
Row,1,250,0.12
Row,1,250,0.184
Row,1,250,0.129
